Edad,Zona,Estado Civil,Provincia,Fecha Infracción,Canton,Hora Infraccion,Circuito,Nacionalidad,tipo_muert_matriz,_id,Distrito,Sexo,lat,lon
17,ZONA 8,SOLTERO,GUAYAS,2014-10-03T00:00:00,GUAYAQUIL,2015-12-02T20:40:00,PROGRESO,ECUADOR,Asesinatos,688,PROGRESO,FEMENINO,-2.4182098873,-80.2722391783
57,ZONA 2,SOLTERO,PICHINCHA,2014-04-26T00:00:00,PUERTO_QUITO,2015-12-02T17:55:00,PUERTO QUITO NORTE,ECUADOR,Homicidios,689,NOROCCIDENTE,MASCULINO,-0.1423712564,-78.5556570005
17,ZONA 5,SOLTERO,LOS_RIOS,2014-01-31T00:00:00,BABAHOYO,2015-12-02T14:00:00,SABANA,ECUADOR,Asesinatos,690,BABAHOYO,MASCULINO,-1.8166131089,-79.4395350504
36,ZONA 4,SOLTERO,MANABI,2014-07-05T00:00:00,PEDERNALES,2015-12-02T08:30:00,PEDERNALES NORTE,ECUADOR,Asesinatos,691,PEDERNALES,MASCULINO,0.0638317693,-79.9855936967
23,ZONA 3,SOLTERO,COTOPAXI,2014-01-14T00:00:00,LA_MANA,2015-12-02T07:30:00,LA MANA SUR,ECUADOR,Asesinatos,692,LA MANA,FEMENINO,-0.935254811,-79.2473578591
37,ZONA 3,SOLTERO,COTOPAXI,2014-01-14T00:00:00,LA_MANA,2015-12-02T07:30:00,LA MANA SUR,ECUADOR,Asesinatos,693,LA MANA,FEMENINO,-0.9402892686,-79.2294810385
36,ZONA 7,SOLTERO,LOJA,2014-01-11T00:00:00,LOJA,2015-12-02T04:00:00,LA ARGELIA,ECUADOR,Homicidios,950,LOJA,MASCULINO,-4.0014659215,-79.2174969695
22,ZONA 5,SOLTERO,LOS_RIOS,2014-04-27T00:00:00,QUEVEDO,2015-12-02T03:35:00,LA VALDRAMINA,ECUADOR,Asesinatos,694,QUEVEDO,MASCULINO,-1.0166080228,-79.3639182917
12,ZONA 3,SOLTERO,COTOPAXI,2014-01-21T00:00:00,LATACUNGA,2015-12-02T07:50:00,BETHLEMITAS,ECUADOR,Asesinatos,695,LATACUNGA,FEMENINO,-0.7701386595,-78.5787591939
22,ZONA 9,SOLTERO,PICHINCHA,2014-12-03T00:00:00,QUITO,2015-12-02T01:30:00,UNIVERSITARIO,ECUADOR,Homicidios,696,EUGENIO ESPEJO,FEMENINO,-0.1715548045,-78.3559779169
67,ZONA 5,SOLTERO,GUAYAS,2014-12-02T00:00:00,EL_EMPALME,2015-12-02T00:00:00,EMPALME CENTRO,ECUADOR,Homicidios,697,EL EMPALME,FEMENINO,-1.0724615661,-79.5874015917
37,ZONA 4,SOLTERO,MANABI,2014-07-28T00:00:00,BOLIVAR,2015-12-02T00:00:00,CALCETA SUR,ECUADOR,Asesinatos,698,BOLIVAR JUNIN,MASCULINO,-0.8512880074,-79.7127988279
23,ZONA 1,SOLTERO,ESMERALDAS,2014-07-08T00:00:00,ATACAMES,2015-12-02T00:00:00,TONCHIGUE,ECUADOR,Asesinatos,699,ATACAMES,MASCULINO,0.8738915027,-79.9479838775
30,ZONA 4,CASADO,MANABI,2014-03-22T00:00:00,MANTA,2015-12-02T13:14:00,TARQUI,ECUADOR,Asesinatos,700,MANTA,FEMENINO,-0.9580309001,-80.7960349173
34,ZONA 5,SOLTERO,LOS_RIOS,2014-02-28T00:00:00,BABAHOYO,2015-12-02T21:45:00,MATA DE CACAO,ECUADOR,Asesinatos,701,BABAHOYO,MASCULINO,-1.8144464481,-79.4771826137
59,ZONA 6,CASADO,MORONA_SANTIAGO,2014-11-03T00:00:00,SUCUA,2015-12-02T14:30:00,SUCUA,ECUADOR,Asesinatos,702,CENTRO SUR,FEMENINO,-2.5599831478,-78.1153689761
44,ZONA 5,CASADO,LOS_RIOS,2014-07-08T00:00:00,QUEVEDO,2015-12-02T21:35:00,GALO PLAZA,ECUADOR,Asesinatos,703,QUEVEDO,MASCULINO,-1.0176292884,-79.556473916
25,ZONA 1,SOLTERO,ESMERALDAS,2014-08-08T00:00:00,ESMERALDAS,2015-12-02T00:00:00,BELLAVISTA NORTE,ECUADOR,Homicidios,704,ESMERALDAS,MASCULINO,0.975182964,-79.7546784613
38,ZONA 5,CASADO,GUAYAS,2014-06-08T00:00:00,EL_TRIUNFO,2015-12-02T21:30:00,EL TRIUNFO ESTE,ECUADOR,Asesinatos,705,EL TRIUNFO BUCAY,MASCULINO,-1.9580885495,-79.9704938527
31,ZONA 8,SOLTERO,GUAYAS,2014-08-08T00:00:00,GUAYAQUIL,2015-12-02T02:00:00,BATALLON DEL SUBURBIO,ECUADOR,Asesinatos,706,PORTETE,MASCULINO,-2.1225162574,-79.5866706114
2,ZONA 3,SOLTERO,CHIMBORAZO,2014-08-08T00:00:00,RIOBAMBA,2015-12-02T12:00:00,PUNIN,ECUADOR,Asesinatos,707,RIOBAMBA,FEMENINO,-1.6582635424,-78.6356451516
19,ZONA 8,SOLTERO,GUAYAS,2014-08-08T00:00:00,SAMBORONDON,2015-12-02T11:15:00,TARIFA,ECUADOR,Homicidios,708,SAMBORONDON,FEMENINO,-1.9663678376,-79.6701485289
18,ZONA 8,SOLTERO,GUAYAS,2014-09-08T00:00:00,GUAYAQUIL,2015-12-02T06:30:00,POSORJA,ECUADOR,Homicidios,709,PROGRESO,MASCULINO,-2.407233132,-80.3936099479
44,ZONA 1,SOLTERO,ESMERALDAS,2014-08-08T00:00:00,QUININDE,2015-12-02T13:00:00,LA SEXTA,ECUADOR,Asesinatos,710,QUININDE,MASCULINO,0.3259287446,-79.5058616355
30,ZONA 6,CASADO,AZUAY,2014-09-08T00:00:00,CUENCA,2015-12-02T05:00:00,MONAY,ECUADOR,Homicidios,711,CUENCA SUR,MASCULINO,-2.900863869,-78.9831691172
20,ZONA 5,SOLTERO,LOS_RIOS,2014-09-08T00:00:00,URDANETA,2015-12-02T17:40:00,PIJULLO,ECUADOR,Asesinatos,712,PUEBLOVIEJO,FEMENINO,-1.5602060734,-79.583834672
34,ZONA 8,UNION LIBRE,GUAYAS,2014-10-08T00:00:00,GUAYAQUIL,2015-12-02T02:20:00,FLORIDA,ECUADOR,Sicariatos,713,FLORIDA,MASCULINO,0.3553673589,-78.1999931451
31,ZONA 1,SOLTERO,CARCHI,2014-08-08T00:00:00,TULCAN,2015-12-02T22:00:00,JULIO ANDRADE,ECUADOR,Asesinatos,714,TULCAN,MASCULINO,0.8238298993,-77.7017444813
27,ZONA 4,SOLTERO,MANABI,2014-10-08T00:00:00,PORTOVIEJO,2015-12-02T20:30:00,EL FLORON,ECUADOR,Asesinatos,715,PORTOVIEJO,MASCULINO,-0.8427065307,-79.7273364937
16,ZONA 6,SOLTERO,AZUAY,2014-10-08T00:00:00,CUENCA,2015-12-02T23:20:00,QUINGEO,ECUADOR,Asesinatos,716,CUENCA SUR,MASCULINO,-2.9321911689,-78.8584825328
21,ZONA 4,SOLTERO,SANTO_DOMINGO_DE_LOS_TSACHILAS,2014-10-08T00:00:00,LA_CONCORDIA,2015-12-02T04:00:00,MONTE REY,ECUADOR,Sicariatos,717,LA CONCORDIA,MASCULINO,-0.2377339079,-79.180616512
45,ZONA 8,CASADO,GUAYAS,2014-02-23T00:00:00,GUAYAQUIL,2015-12-02T11:00:00,SALINAS,ECUADOR,Homicidios,718,PORTETE,MASCULINO,-2.1243974934,-79.6671953527
45,ZONA 1,CASADO,SUCUMBIOS,2014-11-08T00:00:00,LAGO_AGRIO,2015-12-02T17:00:00,GENERAL FARFAN,ECUADOR,Asesinatos,719,LAGO AGRIO,MASCULINO,0.103580486,-76.8782676374
39,ZONA 3,CASADO,CHIMBORAZO,2014-12-08T00:00:00,RIOBAMBA,2015-12-02T08:00:00,PUCARA,ECUADOR,Femicidios,720,RIOBAMBA,FEMENINO,-1.6449953919,-78.6857760247
16,ZONA 8,SOLTERO,GUAYAS,2014-02-16T00:00:00,GUAYAQUIL,2015-12-02T00:30:00,CRISTO DEL CONSUELO,ECUADOR,Asesinatos,721,9 DE OCTUBRE,FEMENINO,-2.1187667045,-79.6181853673
53,ZONA 8,CASADO,GUAYAS,2014-08-13T00:00:00,GUAYAQUIL,2015-12-02T05:10:00,ESTEROS,ECUADOR,Asesinatos,722,ESTEROS,MASCULINO,-2.6483750433,-80.4066978662
41,ZONA 5,SOLTERO,GUAYAS,2014-04-25T00:00:00,SALITRE,2015-12-02T10:00:00,SALITRE NORTE,ECUADOR,Asesinatos,723,SALITRE,FEMENINO,-1.8254797268,-79.8683751494
17,ZONA 4,SOLTERO,MANABI,2014-08-13T00:00:00,MANTA,2015-12-02T20:30:00,CENTRO,ECUADOR,Asesinatos,724,MANTA,MASCULINO,-0.9613461396,-80.7533608509
22,ZONA 1,SOLTERO,IMBABURA,2014-08-13T00:00:00,IBARRA,2015-12-02T12:00:00,COMPLEJO DEPORTIVO,ECUADOR,Asesinatos,725,CIUDAD BLANCA,FEMENINO,0.3496395638,-78.1952028544
14,ZONA 5,UNION LIBRE,LOS_RIOS,2014-02-18T00:00:00,QUEVEDO,2015-12-02T08:00:00,LA MERCED,ECUADOR,Homicidios,726,QUEVEDO,MASCULINO,-1.0223679412,-79.4379742882
24,ZONA 8,SOLTERO,GUAYAS,2014-08-13T00:00:00,GUAYAQUIL,2015-12-02T10:15:00,FLORESTA,ECUADOR,Asesinatos,727,SUR,MASCULINO,0.3741736805,-78.2917743566
20,ZONA 8,SOLTERO,GUAYAS,2014-12-01T00:00:00,GUAYAQUIL,2015-12-02T03:30:00,FLORESTA,ECUADOR,Asesinatos,728,SUR,MASCULINO,0.3564064293,-78.1719491183
52,ZONA 8,CASADO,GUAYAS,2014-08-14T00:00:00,GUAYAQUIL,2015-12-02T01:00:00,URDESA,ECUADOR,Asesinatos,729,MODELO,MASCULINO,-2.1771497867,-78.9006400104
72,ZONA 3,CASADO,PASTAZA,2014-08-14T00:00:00,PASTAZA,2015-12-02T11:00:00,FATIMA,ECUADOR,Asesinatos,730,PASTAZA,MASCULINO,-1.6337820741,-77.0469540533
53,ZONA 1,SOLTERO,ESMERALDAS,2014-08-13T00:00:00,RIO_VERDE,2015-12-02T16:20:00,PALESTINA,ECUADOR,Asesinatos,731,RIO VERDE,MASCULINO,1.056270904,-79.3189048369
20,ZONA 1,NO DETERMINADO,ESMERALDAS,2014-08-13T00:00:00,RIO_VERDE,2015-12-02T16:00:00,PALESTINA,ECUADOR,Asesinatos,733,RIO VERDE,MASCULINO,1.0542205689,-79.4307798839
20,ZONA 1,SOLTERO,ESMERALDAS,2014-08-13T00:00:00,RIO_VERDE,2015-12-02T16:00:00,PALESTINA,ECUADOR,Asesinatos,734,RIO VERDE,MASCULINO,1.0506294422,-79.3915555176
28,ZONA 1,SOLTERO,ESMERALDAS,2014-08-13T00:00:00,RIO_VERDE,2015-12-02T16:00:00,PALESTINA,ECUADOR,Asesinatos,735,RIO VERDE,MASCULINO,1.0492352338,-79.3770753512
24,ZONA 1,SOLTERO,ESMERALDAS,2014-08-13T00:00:00,RIO_VERDE,2015-12-02T16:00:00,PALESTINA,ECUADOR,Asesinatos,736,RIO VERDE,MASCULINO,1.0615343298,-79.3679469585
58,ZONA 8,SOLTERO,GUAYAS,2014-08-15T00:00:00,SAMBORONDON,2015-12-02T17:30:00,TARIFA,ECUADOR,Asesinatos,737,SAMBORONDON,MASCULINO,-1.9565888585,-79.6399836864
27,ZONA 1,SOLTERO,ESMERALDAS,2014-08-15T00:00:00,QUININDE,2015-12-02T23:00:00,MALIMPIA,ECUADOR,Homicidios,738,QUININDE,MASCULINO,0.3362287547,-79.3561401845
60,ZONA 3,CASADO,CHIMBORAZO,2014-08-15T00:00:00,ALAUSI,2015-12-02T12:10:00,HUIGRA,ECUADOR,Asesinatos,739,ALAUSI,MASCULINO,-2.1979123499,-78.929602778
25,ZONA 9,UNION LIBRE,PICHINCHA,2014-08-16T00:00:00,QUITO,2015-12-02T03:00:00,CARCELEN,ECUADOR,Homicidios,740,LA DELICIA,MASCULINO,0.1350764504,-78.6954736374
43,ZONA 9,CASADO,PICHINCHA,2014-08-17T00:00:00,QUITO,2015-12-02T21:00:00,CHIMBACALLE,ECUADOR,Homicidios,741,ELOY ALFARO,MASCULINO,-0.221398485,-78.5454055466
34,ZONA 8,SOLTERO,GUAYAS,2014-08-17T00:00:00,GUAYAQUIL,2015-12-02T06:00:00,PORTETE,ECUADOR,Asesinatos,742,PORTETE,MASCULINO,-2.117667422,-79.499147596
30,ZONA 5,SOLTERO,GUAYAS,2014-08-17T00:00:00,ALFREDO_BAQUERIZO_MORENO_(_JUJAN_),2015-12-02T16:00:00,JUJAN OESTE,ECUADOR,Homicidios,743,JUJAN SIMON BOLIVAR,FEMENINO,-2.101888809,-79.5872724646
40,ZONA 1,CASADO,ESMERALDAS,2014-08-17T00:00:00,RIO_VERDE,2015-12-02T17:00:00,MONTALVO,ECUADOR,Asesinatos,744,RIO VERDE,MASCULINO,1.0588270755,-79.4912757628
29,ZONA 1,SOLTERO,IMBABURA,2014-08-17T00:00:00,OTAVALO,2015-12-02T23:30:00,GONZALEZ,ECUADOR,Asesinatos,745,VALLE DEL AMANECER,MASCULINO,0.2948964645,-78.3908544295
22,ZONA 8,SOLTERO,GUAYAS,2014-08-19T00:00:00,GUAYAQUIL,2015-12-02T05:00:00,PASCUALES,ECUADOR,Femicidios,746,PASCUALES,FEMENINO,-2.0682996523,-79.8510471379
80,ZONA 1,SOLTERO,ESMERALDAS,2014-08-19T00:00:00,QUININDE,2015-12-02T06:00:00,VICHE,ECUADOR,Asesinatos,747,QUININDE,MASCULINO,0.3223834296,-79.2802068412
34,ZONA 1,SOLTERO,ESMERALDAS,2014-08-19T00:00:00,ESMERALDAS,2015-12-02T19:40:00,BELLAVISTA NORTE,ECUADOR,Homicidios,748,ESMERALDAS,MASCULINO,0.9668807081,-79.6224157263
22,ZONA 8,SOLTERO,GUAYAS,2014-08-19T00:00:00,GUAYAQUIL,2015-12-02T11:00:00,POSORJA,ECUADOR,Asesinatos,749,PROGRESO,MASCULINO,-2.4121398633,-80.3498786291
27,ZONA 5,SOLTERO,GUAYAS,2014-08-19T00:00:00,EL_EMPALME,2015-12-02T23:30:00,EMPALME CENTRO,ECUADOR,Asesinatos,750,EL EMPALME,MASCULINO,-1.063471877,-79.5231023203
14,ZONA 2,SOLTERO,PICHINCHA,2014-08-17T00:00:00,MEJIA,2015-12-02T23:01:00,PASOCHOA,ECUADOR,Asesinatos,751,RUMINAHUI - MEJIA,MASCULINO,-0.2752939575,-78.5648216244
59,ZONA 5,DIVORCIADO,BOLIVAR,2014-08-13T00:00:00,CHIMBO,2015-12-02T06:00:00,MAGDALENA,ECUADOR,Asesinatos,752,SAN MIGUEL,MASCULINO,-1.7130264437,-79.0644739858
19,ZONA 8,SOLTERO,GUAYAS,2014-08-21T00:00:00,GUAYAQUIL,2015-12-02T22:30:00,SUBURBIO,ECUADOR,Asesinatos,753,PORTETE,MASCULINO,-2.1247947329,-79.533001875
31,ZONA 4,SOLTERO,MANABI,2014-08-22T00:00:00,MANTA,2015-12-02T15:00:00,LOS ESTEROS,ECUADOR,Asesinatos,754,MANTA,MASCULINO,-0.9643502744,-80.6577794749
32,ZONA 9,SOLTERO,PICHINCHA,2014-08-23T00:00:00,QUITO,2015-12-02T12:10:00,LA BOTA,ECUADOR,Homicidios,755,LA DELICIA,MASCULINO,0.152647695,-78.8883357231
35,ZONA 8,SOLTERO,GUAYAS,2014-08-23T00:00:00,GUAYAQUIL,2015-12-02T22:09:00,CISNE,ECUADOR,Sicariatos,756,PORTETE,MASCULINO,-2.127695641,-79.6010641485
37,ZONA 1,SOLTERO,ESMERALDAS,2014-08-24T00:00:00,ESMERALDAS,2015-12-02T06:30:00,AIRE LIBRE,ECUADOR,Femicidios,757,ESMERALDAS,FEMENINO,0.9662402836,-79.6680705413
29,ZONA 8,SOLTERO,GUAYAS,2014-08-23T00:00:00,GUAYAQUIL,2015-12-02T11:35:00,NUEVA PROSPERINA,ECUADOR,Asesinatos,758,NUEVA PROSPERINA,MASCULINO,-2.1287110106,-80.0872956946
33,ZONA 9,SOLTERO,PICHINCHA,2014-08-24T00:00:00,QUITO,2015-12-02T03:30:00,QUITUMBE,ECUADOR,Homicidios,759,QUITUMBE,MASCULINO,-0.1287325105,-78.4945645465
null,ZONA 5,NO DETERMINADO,LOS_RIOS,2014-08-23T00:00:00,URDANETA,2015-12-02T11:00:00,RICAURTE,NO DETERMINADO,Asesinatos,760,PUEBLOVIEJO,MASCULINO,-1.5623765573,-79.5497905098
34,ZONA 1,CASADO,IMBABURA,2014-08-24T00:00:00,OTAVALO,2015-12-02T23:00:00,LA CASCADA,ECUADOR,Asesinatos,761,VALLE DEL AMANECER,MASCULINO,0.3016355871,-78.3531668536
36,ZONA 5,SOLTERO,GUAYAS,2014-08-24T00:00:00,MILAGRO,2015-12-02T22:00:00,CENTRO,ECUADOR,Homicidios,762,MILAGRO,MASCULINO,-2.1445970377,-79.5957168543
17,ZONA 3,SOLTERO,COTOPAXI,2014-08-26T00:00:00,SAN_MIGUEL_DE_SALCEDO,2015-12-02T04:00:00,MULALILLO,ECUADOR,Asesinatos,763,SALCEDO,MASCULINO,-1.0472976928,-78.4916777187
52,ZONA NO DELIMITADA,CASADO,CANAR,2014-08-20T00:00:00,EL_PIEDRERO,2015-12-02T09:20:00,EL PIEDRERO,ECUADOR,Asesinatos,764,EL PIEDRERO,MASCULINO,-0.7750706791,-80.1947048763
48,ZONA 4,SOLTERO,MANABI,2014-08-26T00:00:00,SANTA_ANA,2015-12-02T20:30:00,SAN PABLO DE PUEBLO NUEVO,ECUADOR,Asesinatos,765,24 DE MAYO,MASCULINO,-0.1701198804,-78.3379457784
34,ZONA 9,SOLTERO,PICHINCHA,2014-08-25T00:00:00,QUITO,2015-12-02T04:00:00,SAN JUAN,ECUADOR,Homicidios,766,MANUELA SAENZ,MASCULINO,-0.1709719649,-78.3851923846
46,ZONA 9,DIVORCIADO,PICHINCHA,2014-08-27T00:00:00,QUITO,2015-12-02T19:40:00,SAN ISIDRO DEL INCA,ECUADOR,Homicidios,767,EUGENIO ESPEJO,FEMENINO,-1.8675932761,-79.920028015
51,ZONA 5,NO DETERMINADO,GUAYAS,2014-08-14T00:00:00,NOBOL,2015-12-02T00:00:00,NOBOL,ECUADOR,Femicidios,768,DAULE,FEMENINO,-1.030142543,-79.4076757694
28,ZONA 5,CASADO,LOS_RIOS,2014-08-29T00:00:00,QUEVEDO,2015-12-02T08:34:00,LA MERCED,ECUADOR,Asesinatos,770,QUEVEDO,MASCULINO,-0.099023543,-78.5309090727
25,ZONA 9,SOLTERO,PICHINCHA,2014-08-30T00:00:00,QUITO,2015-12-02T12:10:00,CARAPUNGO,ECUADOR,Homicidios,771,CALDERON,MASCULINO,-0.1607859089,-78.4825707258
20,ZONA 9,SOLTERO,PICHINCHA,2014-08-30T00:00:00,QUITO,2015-12-02T21:47:00,CENTRO HISTORICO,ECUADOR,Homicidios,772,MANUELA SAENZ,MASCULINO,-2.9376662946,-78.9826233506
37,ZONA 6,SOLTERO,AZUAY,2014-08-30T00:00:00,CUENCA,2015-12-02T22:00:00,YANUNCAY,ECUADOR,Homicidios,773,CUENCA SUR,FEMENINO,-2.1236236454,-79.5395097119
27,ZONA 8,SOLTERO,GUAYAS,2014-08-30T00:00:00,GUAYAQUIL,2015-12-02T23:30:00,CRISTO DEL CONSUELO,ECUADOR,Asesinatos,774,9 DE OCTUBRE,MASCULINO,-0.1735461018,-78.5472008052
20,ZONA 9,SOLTERO,PICHINCHA,2014-08-31T00:00:00,QUITO,2015-12-02T12:30:00,CENTRO HISTORICO,ECUADOR,Homicidios,775,MANUELA SAENZ,MASCULINO,0.3458538986,-78.2107119768
43,ZONA 1,NO DETERMINADO,IMBABURA,2014-08-30T00:00:00,IBARRA,2015-12-02T10:06:00,LA FLORIDA,COLOMBIA,Homicidios,776,CIUDAD BLANCA,MASCULINO,-0.0890940565,-78.373159665
25,ZONA 9,CASADO,PICHINCHA,2014-08-31T00:00:00,QUITO,2015-12-02T05:20:00,CARAPUNGO,ECUADOR,Homicidios,777,CALDERON,MASCULINO,-2.8719517601,-78.9558370391
26,ZONA 6,CASADO,AZUAY,2014-08-31T00:00:00,CUENCA,2015-12-02T04:30:00,MACHANGARA,ECUADOR,Homicidios,778,CUENCA NORTE,MASCULINO,-2.0643024316,-80.0163895042
31,ZONA 8,SOLTERO,GUAYAS,2014-08-31T00:00:00,GUAYAQUIL,2015-12-02T08:15:00,BASTION POPULAR NORTE,ECUADOR,Asesinatos,779,PASCUALES,MASCULINO,0.9615719467,-79.6762289098
36,ZONA 1,UNION LIBRE,ESMERALDAS,2014-08-30T00:00:00,ELOY_ALFARO,2015-12-02T10:00:00,BORBON,ECUADOR,Asesinatos,780,ELOY ALFARO,MASCULINO,-4.0036892797,-79.218622432
23,ZONA 7,SOLTERO,LOJA,2014-08-30T00:00:00,LOJA,2015-12-02T02:00:00,EL VALLE,ECUADOR,Asesinatos,781,LOJA,MASCULINO,0.8741041979,-79.9464414733
24,ZONA 1,SOLTERO,ESMERALDAS,2014-08-31T00:00:00,ATACAMES,2015-12-02T06:00:00,ATACAMES,ECUADOR,Homicidios,782,ATACAMES,FEMENINO,0.3708462813,-78.0870057877
31,ZONA 8,SOLTERO,GUAYAS,2014-08-31T00:00:00,GUAYAQUIL,2015-12-02T17:00:00,UNION DE BANANEROS,ECUADOR,Asesinatos,783,SUR,MASCULINO,0.3573552645,-77.9579446155
46,ZONA 8,DIVORCIADO,GUAYAS,2014-08-31T00:00:00,GUAYAQUIL,2015-12-02T23:50:00,UNION DE BANANEROS,ECUADOR,Sicariatos,784,SUR,MASCULINO,0.09796196,-76.9416340355
22,ZONA 1,SOLTERO,SUCUMBIOS,2014-03-09T00:00:00,LAGO_AGRIO,2015-12-02T01:30:00,NUEVO SUCUMBIOS,ECUADOR,Homicidios,785,LAGO AGRIO,MASCULINO,-2.1605109561,-79.8061186498
35,ZONA 8,CASADO,GUAYAS,2014-10-08T00:00:00,DURAN,2015-12-02T04:00:00,LA HERRADURA,ECUADOR,Homicidios,786,DURAN,MASCULINO,-2.192822119,-78.8981895518
50,ZONA 3,VIUDO,CHIMBORAZO,2014-07-17T00:00:00,CHUNCHI,2015-12-02T09:00:00,CHUNCHI,ECUADOR,Homicidios,787,ALAUSI,MASCULINO,-3.2492488249,-79.9879640383
35,ZONA 7,SOLTERO,EL_ORO,2014-04-09T00:00:00,MACHALA,2015-12-02T05:40:00,JAMBELI CENTRO,ECUADOR,Asesinatos,788,MACHALA,MASCULINO,-2.1323673434,-80.1005491567
25,ZONA 8,SOLTERO,GUAYAS,2014-01-09T00:00:00,GUAYAQUIL,2015-12-02T19:00:00,MONTE SINAI,ECUADOR,Homicidios,789,NUEVA PROSPERINA,MASCULINO,0.065983982,-79.9803156343
42,ZONA 4,UNION LIBRE,MANABI,2014-03-09T00:00:00,JAMA,2015-12-02T20:40:00,JAMA,ECUADOR,Asesinatos,790,PEDERNALES,MASCULINO,0.0772552307,-80.0755143932
38,ZONA 4,SOLTERO,MANABI,2014-03-09T00:00:00,JAMA,2015-12-02T08:30:00,JAMA,ECUADOR,Asesinatos,791,PEDERNALES,MASCULINO,-1.8157771958,-79.6399717732
24,ZONA 5,SOLTERO,LOS_RIOS,2014-05-09T00:00:00,BABAHOYO,2015-12-02T02:00:00,MATA DE CACAO,ECUADOR,Femicidios,792,BABAHOYO,FEMENINO,0.032295268,-78.0412695162
27,ZONA 2,SOLTERO,PICHINCHA,2014-05-09T00:00:00,PEDRO_MONCAYO,2015-12-02T03:00:00,TABACUNDO,ECUADOR,Asesinatos,793,CAYAMBE,MASCULINO,0.8074741996,-77.787604869
54,ZONA 1,CASADO,CARCHI,2014-02-09T00:00:00,TULCAN,2015-12-02T18:00:00,TUFIÑO,ECUADOR,Homicidios,794,TULCAN,MASCULINO,-1.8229495279,-79.5810037084
34,ZONA 5,UNION LIBRE,LOS_RIOS,2014-06-09T00:00:00,BABAHOYO,2015-12-02T04:00:00,MATA DE CACAO,ECUADOR,Asesinatos,795,BABAHOYO,MASCULINO,0.9625668862,-79.6417057129
63,ZONA 1,SOLTERO,ESMERALDAS,2014-07-09T00:00:00,ESMERALDAS,2015-12-02T06:00:00,BELLAVISTA NORTE,ECUADOR,Homicidios,796,ESMERALDAS,MASCULINO,-2.1261075612,-79.5534259879
50,ZONA 8,CASADO,GUAYAS,2014-05-09T00:00:00,GUAYAQUIL,2015-12-02T18:53:00,VICTORIA,ECUADOR,Asesinatos,797,9 DE OCTUBRE,MASCULINO,-0.1217200409,-78.5083776221
28,ZONA 9,SOLTERO,PICHINCHA,2014-07-09T00:00:00,QUITO,2015-12-02T10:00:00,GUAMANI,ECUADOR,Homicidios,798,QUITUMBE,MASCULINO,-0.1728377215,-78.4435423567
39,ZONA 9,SOLTERO,PICHINCHA,2014-07-09T00:00:00,QUITO,2015-12-02T12:15:00,COCHAPAMBA,ECUADOR,Homicidios,799,EUGENIO ESPEJO,MASCULINO,-0.1315988049,-78.4609077264
38,ZONA 9,SOLTERO,PICHINCHA,2014-07-09T00:00:00,QUITO,2015-12-02T06:00:00,QUITUMBE,ECUADOR,Homicidios,800,QUITUMBE,MASCULINO,-1.4350035556,-79.3751726367
21,ZONA 5,SOLTERO,LOS_RIOS,2014-07-09T00:00:00,VENTANAS,2015-12-02T06:00:00,ZAPOTAL,ECUADOR,Homicidios,801,VENTANAS,MASCULINO,-4.315700014,-79.6496666774
37,ZONA 7,CASADO,LOJA,2014-07-09T00:00:00,QUILANGA,2015-12-02T00:10:00,SAN ANTONIO DE LAS ARADAS,ECUADOR,Homicidios,802,CALVAS,MASCULINO,-0.9767995095,-80.7316962644
51,ZONA 4,SOLTERO,MANABI,2014-07-09T00:00:00,MANTA,2015-12-02T12:00:00,CENTRO,ECUADOR,Asesinatos,803,MANTA,MASCULINO,-2.6306415757,-80.314542038
21,ZONA 8,SOLTERO,GUAYAS,2014-07-09T00:00:00,GUAYAQUIL,2015-12-02T23:00:00,TRINITARIA NORTE,ECUADOR,Asesinatos,804,ESTEROS,MASCULINO,0.9561327035,-79.7436688725
30,ZONA 1,SOLTERO,ESMERALDAS,2014-07-09T00:00:00,ESMERALDAS,2015-12-02T22:30:00,COLECTIVA,ECUADOR,Homicidios,805,ESMERALDAS,MASCULINO,-1.8278878683,-79.7612233515
25,ZONA 5,SOLTERO,GUAYAS,2014-07-09T00:00:00,SALITRE,2015-12-02T06:00:00,SALITRE NORTE,ECUADOR,Homicidios,806,SALITRE,MASCULINO,-2.1611934185,-79.8249069328
44,ZONA 8,SOLTERO,GUAYAS,2014-07-09T00:00:00,DURAN,2015-12-02T18:30:00,ARBOLITO,ECUADOR,Asesinatos,807,DURAN,MASCULINO,-3.327371326,-79.8683448931
53,ZONA 7,CASADO,EL_ORO,2014-07-09T00:00:00,PASAJE,2015-12-02T22:05:00,BUENA VISTA,ECUADOR,Asesinatos,808,PASAJE,MASCULINO,-1.2556904625,-78.5975587768
37,ZONA 3,CASADO,TUNGURAHUA,2014-07-09T00:00:00,AMBATO,2015-12-02T17:30:00,LETAMENDI,ECUADOR,Femicidios,809,AMBATO SUR,FEMENINO,-2.9365917016,-78.9686936166
20,ZONA 6,SOLTERO,AZUAY,2014-08-09T00:00:00,CUENCA,2015-12-02T06:55:00,HUAYNA CAPAC,ECUADOR,Homicidios,810,CUENCA SUR,MASCULINO,-1.8130296053,-79.5901591598
55,ZONA 5,SOLTERO,LOS_RIOS,2014-08-09T00:00:00,BABA,2015-12-02T19:30:00,BABA,ECUADOR,Asesinatos,811,BABAHOYO,FEMENINO,-2.1346145245,-79.5288646476
